    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.067350        0.007759        0.007759       84.547012           -5.45       39.31        1.56
    0.067400        0.007759        0.007759       84.907002           -5.09       39.31        1.56
    0.067450        0.007759        0.007759       85.266992           -4.73       39.31        1.56
    0.067500        0.007759        0.007759       85.626982           -4.37       39.31        1.56
    0.067550        0.007759        0.007759       85.986973           -4.01       39.31        1.56
    0.067600        0.007759        0.007759       86.346963           -3.65       39.31        1.56
    0.067650        0.007759        0.007759       86.706954           -3.29       39.31        1.56
    0.067700        0.007759        0.007759       87.066944           -2.93       39.31        1.56
    0.067750        0.007759        0.007759       87.426935           -2.57       39.31        1.56
    0.067800        0.007759        0.007759       87.786926           -2.21       39.31        1.56
    0.067850        0.007759        0.007759       88.146917           -1.85       39.31        1.56
    0.067900        0.007759        0.007759       88.506908           -1.49       39.31        1.56
    0.067950        0.007759        0.007759       88.866899           -1.13       39.31        1.56
    0.068000        0.007759        0.007759       89.226890           -0.77       39.31        1.56
    0.068050        0.007759        0.007759       89.586881           -0.41       39.31        1.56
    0.068100        0.007759        0.007759       89.946873           -0.05       39.31        1.56
    0.068150        0.007759        0.007759       90.306864            0.31       39.31        1.56
    0.068200        0.007759        0.007759       90.666855            0.67       39.31        1.56
    0.068250        0.007759        0.007759       91.026847            1.03       39.31        1.56
    0.068300        0.007759        0.007759       91.386839            1.39       39.31        1.56
    0.068350        0.007759        0.007759       91.746830            1.75       39.31        1.56
    0.068400        0.007759        0.007759       92.106822            2.11       39.31        1.56
    0.068450        0.007759        0.007759       92.466814            2.47       39.31        1.56
    0.068500        0.007759        0.007759       92.826806            2.83       39.31        1.56
    0.068550        0.007759        0.007759       93.186798            3.19       39.31        1.56
    0.068600        0.007759        0.007759       93.546790            3.55       39.31        1.56
    0.068650        0.007759        0.007759       93.906783            3.91       39.31        1.56
    0.068700        0.007759        0.007759       94.266775            4.27       39.31        1.56
    0.068750        0.007759        0.007759       94.626767            4.63       39.31        1.56
    0.068800        0.007759        0.007759       94.986760            4.99       39.31        1.56
    0.068850        0.007759        0.007759       95.346752            5.35       39.31        1.56
    0.068900        0.007759        0.007759       95.706745            5.71       39.31        1.56
    0.068950        0.007759        0.007759       96.066738            6.07       39.31        1.56
    0.069000        0.007759        0.007759       96.426730            6.43       39.31        1.56
    0.069050        0.007759        0.007759       96.786723            6.79       39.31        1.56
    0.069100        0.007759        0.007759       97.146716            7.15       39.31        1.56
    0.069150        0.007759        0.007759       97.506709            7.51       39.31        1.56
    0.069200        0.007759        0.007759       97.866702            7.87       39.31        1.56
    0.069250        0.007759        0.007759       98.226696            8.23       39.31        1.56
    0.069300        0.007759        0.007759       98.586689            8.59       39.31        1.56
    0.069350        0.007759        0.007759       98.946682            8.95       39.31        1.56
    0.069400        0.007759        0.007759       99.306675            9.31       39.31        1.56
